1,27.265247,68309801,11118
2,30.408003,61445751,10000
3,35.507645,61135758,9950
4,37.768589,64226608,10453
5,32.893913,71380694,11617
6,37.165325,60687039,9877
7,35.26479,64435013,10487
8,40.140682,57131987,9298
9,36.546688,67296565,10953
10,30.727049,63425450,10323
11,38.029816,68015378,11070
12,32.913708,65232630,10617
13,36.456715,64626834,10518
14,38.723759,62031995,10096
15,45.384232,44912253,7309
16,39.982983,55491628,9031
17,40.150352,53805189,8757
18,43.481522,58980638,9599
19,37.988659,56677566,9224
20,41.397865,55308060,9001
21,39.913021,52973170,8621
22,35.455887,59292355,9650
23,28.969332,64660418,10524
24,38.73164,53240419,8665
25,35.334431,68089626,11082
26,40.89946,56401082,9179
27,40.310776,51092586,8315
28,40.827671,47790462,7778
29,40.306801,55208308,8985
30,41.431931,47459305,7724
31,33.508194,64376222,10477
32,29.564955,60043907,9772
33,21.676945,67376557,10966
34,33.177071,70792109,11522
35,29.135208,64533187,10503
36,29.149368,77475507,12609
37,26.276302,66024024,10746
38,28.913366,70905102,11540
