"","iteration","avg..fps","avg..polys","avg..models","Env","BFC","FVC","ZC","activeAlgorithms"
"430",12,16.171299,177859130,14474,"DYNAMIC",0,0,1,1
"431",13,16.092119,180028302,14650,"DYNAMIC",0,0,1,1
"432",14,16.024963,177823794,14471,"DYNAMIC",0,0,1,1
"433",15,15.944009,174809699,14226,"DYNAMIC",0,0,1,1
"434",16,15.947522,174842484,14228,"DYNAMIC",0,0,1,1
"435",17,15.91703,178291792,14509,"DYNAMIC",0,0,1,1
"436",18,15.926965,173043491,14082,"DYNAMIC",0,0,1,1
"437",19,16.023283,178296138,14509,"DYNAMIC",0,0,1,1
"438",20,15.955349,175943696,14318,"DYNAMIC",0,0,1,1
"439",21,16.009823,175245159,14261,"DYNAMIC",0,0,1,1
"440",22,15.954677,173101157,14087,"DYNAMIC",0,0,1,1
"441",23,15.960925,173912471,14153,"DYNAMIC",0,0,1,1
"442",24,15.984167,179946589,14644,"DYNAMIC",0,0,1,1
"443",25,16.006514,173973402,14157,"DYNAMIC",0,0,1,1
"444",26,15.912112,172546005,14041,"DYNAMIC",0,0,1,1
"445",27,16.167158,174281560,14183,"DYNAMIC",0,0,1,1
"446",28,15.892039,174100684,14168,"DYNAMIC",0,0,1,1
"447",29,15.914111,179010918,14567,"DYNAMIC",0,0,1,1
"448",30,16.178646,176357376,14352,"DYNAMIC",0,0,1,1
"449",31,15.954362,175791061,14305,"DYNAMIC",0,0,1,1
"450",32,15.962819,179780935,14630,"DYNAMIC",0,0,1,1
"451",33,16.039673,178103586,14494,"DYNAMIC",0,0,1,1
"452",34,15.984597,176696188,14379,"DYNAMIC",0,0,1,1
"453",35,16.015388,178385860,14517,"DYNAMIC",0,0,1,1
"454",36,16.055387,179379971,14597,"DYNAMIC",0,0,1,1
"455",37,16.008709,177720785,14462,"DYNAMIC",0,0,1,1
"456",38,15.963461,178108747,14494,"DYNAMIC",0,0,1,1
"457",1,20.248243,72721383,11836,"DENSE",1,1,0,2
"458",2,22.046583,68242385,11107,"DENSE",1,1,0,2
"459",3,20.674952,71737393,11676,"DENSE",1,1,0,2
"460",4,21.108974,71190144,11586,"DENSE",1,1,0,2
"461",5,20.110611,74476107,12121,"DENSE",1,1,0,2
"462",6,20.481337,72172725,11746,"DENSE",1,1,0,2
"463",7,21.190214,71056579,11565,"DENSE",1,1,0,2
"464",8,20.933029,70915852,11542,"DENSE",1,1,0,2
"465",9,24.939713,60749583,9887,"DENSE",1,1,0,2
"466",10,23.205608,65464048,10654,"DENSE",1,1,0,2
"467",11,24.698511,66172245,10770,"DENSE",1,1,0,2
"468",12,24.430338,64837587,10552,"DENSE",1,1,0,2
"469",13,24.2875,65497179,10660,"DENSE",1,1,0,2
"470",14,23.284222,68308206,11117,"DENSE",1,1,0,2
"471",15,25.314703,67583577,10999,"DENSE",1,1,0,2
"472",16,23.342953,69312023,11281,"DENSE",1,1,0,2
"473",17,23.511713,63734717,10373,"DENSE",1,1,0,2
"474",18,25.320021,62799741,10221,"DENSE",1,1,0,2
"475",19,24.073851,62598732,10188,"DENSE",1,1,0,2
"476",20,26.82786,65850930,10717,"DENSE",1,1,0,2
"477",21,23.571136,63094140,10269,"DENSE",1,1,0,2
"478",22,24.295954,65012510,10581,"DENSE",1,1,0,2
"479",22,25.450365,64087529,10430,"DENSE",1,1,0,2
"480",23,24.610622,62443694,10163,"DENSE",1,1,0,2
"481",24,23.852362,65388043,10642,"DENSE",1,1,0,2
"482",25,24.043852,66705638,10857,"DENSE",1,1,0,2
"483",26,21.24753,69441072,11302,"DENSE",1,1,0,2
"484",27,21.083584,70031040,11398,"DENSE",1,1,0,2
"485",28,22.092234,67082426,10918,"DENSE",1,1,0,2
"486",29,21.6602,68665911,11176,"DENSE",1,1,0,2
"487",30,21.84635,67684677,11016,"DENSE",1,1,0,2
"488",31,24.899548,64812919,10548,"DENSE",1,1,0,2
"489",32,28.854702,66300683,10791,"DENSE",1,1,0,2
"490",33,24.209465,62917895,10240,"DENSE",1,1,0,2
"491",34,24.937441,59585413,9698,"DENSE",1,1,0,2
"492",35,23.106722,65527464,10665,"DENSE",1,1,0,2
"493",36,22.886267,66596756,10839,"DENSE",1,1,0,2
"494",37,22.107502,69166552,11257,"DENSE",1,1,0,2
"495",38,23.618553,66981795,10901,"DENSE",1,1,0,2
"496",1,54.932995,34030619,5538,"SPARSE",1,1,0,2
"497",2,50.683891,41191464,6704,"SPARSE",1,1,0,2
"498",3,48.139919,55054731,8960,"SPARSE",1,1,0,2
"499",4,46.443695,57688761,9389,"SPARSE",1,1,0,2
"500",5,50.150909,45706145,7439,"SPARSE",1,1,0,2
"501",6,47.640011,57408938,9343,"SPARSE",1,1,0,2
"502",7,51.22953,48041766,7819,"SPARSE",1,1,0,2
"503",8,48.692959,53079759,8639,"SPARSE",1,1,0,2
"504",9,50.92157,49806216,8106,"SPARSE",1,1,0,2
"505",10,49.530121,51912785,8449,"SPARSE",1,1,0,2
"506",11,49.929535,54061137,8799,"SPARSE",1,1,0,2
"507",12,48.61515,54396677,8853,"SPARSE",1,1,0,2
"508",13,49.224606,53756495,8749,"SPARSE",1,1,0,2
"509",14,51.267185,47457326,7724,"SPARSE",1,1,0,2
"510",15,51.011864,48784311,7940,"SPARSE",1,1,0,2
"511",16,50.281147,46489489,7566,"SPARSE",1,1,0,2
"512",17,51.418442,46431310,7557,"SPARSE",1,1,0,2
"513",18,51.144215,47228690,7686,"SPARSE",1,1,0,2
"514",19,50.214413,46437645,7558,"SPARSE",1,1,0,2
"515",20,49.491592,46307328,7537,"SPARSE",1,1,0,2
"516",21,50.361153,44708837,7276,"SPARSE",1,1,0,2
"517",22,47.911045,52181754,8493,"SPARSE",1,1,0,2
"518",23,46.413822,59813463,9735,"SPARSE",1,1,0,2
"519",24,48.13158,56383067,9176,"SPARSE",1,1,0,2
"520",25,48.56657,52472811,8540,"SPARSE",1,1,0,2
"521",26,49.159679,47720819,7767,"SPARSE",1,1,0,2
"522",27,47.844254,49032425,7980,"SPARSE",1,1,0,2
"523",28,49.559959,49198243,8007,"SPARSE",1,1,0,2
"524",29,46.437611,59054679,9611,"SPARSE",1,1,0,2
"525",30,49.565483,53240340,8665,"SPARSE",1,1,0,2
"526",31,51.772095,46357301,7545,"SPARSE",1,1,0,2
"527",32,49.906925,51426948,8370,"SPARSE",1,1,0,2
"528",33,47.868694,54946432,8943,"SPARSE",1,1,0,2
"529",34,49.545815,50313011,8188,"SPARSE",1,1,0,2
"530",35,48.977818,51941791,8454,"SPARSE",1,1,0,2
"531",36,48.499027,53780480,8753,"SPARSE",1,1,0,2
"532",37,47.601109,57243946,9317,"SPARSE",1,1,0,2
"533",38,49.575619,49976401,8134,"SPARSE",1,1,0,2
"534",1,5.857963,35263903,5739,"DYNAMIC",1,1,0,2
"535",2,5.775906,38717827,6301,"DYNAMIC",1,1,0,2
"536",3,5.837042,29369316,4780,"DYNAMIC",1,1,0,2
"537",4,6.005683,20804230,3386,"DYNAMIC",1,1,0,2
"538",5,5.970779,26004803,4232,"DYNAMIC",1,1,0,2
"539",6,5.850738,15273153,2485,"DYNAMIC",1,1,0,2
"540",7,5.678953,11415381,1857,"DYNAMIC",1,1,0,2
"541",8,5.756516,27885568,4538,"DYNAMIC",1,1,0,2
"542",9,5.777048,28903936,4704,"DYNAMIC",1,1,0,2
"543",10,5.674711,28949845,4711,"DYNAMIC",1,1,0,2
"544",11,5.872132,25940300,4222,"DYNAMIC",1,1,0,2
"545",12,5.628191,41906176,6820,"DYNAMIC",1,1,0,2
"546",13,5.629901,40773866,6636,"DYNAMIC",1,1,0,2
"547",14,5.851622,30805849,5013,"DYNAMIC",1,1,0,2
"548",15,5.763761,19342165,3148,"DYNAMIC",1,1,0,2
"549",16,5.573016,27017625,4397,"DYNAMIC",1,1,0,2
"550",17,5.866996,25748341,4190,"DYNAMIC",1,1,0,2
"551",18,5.565343,27664676,4502,"DYNAMIC",1,1,0,2
"552",19,5.755599,27755861,4517,"DYNAMIC",1,1,0,2
"553",20,5.617674,26664106,4339,"DYNAMIC",1,1,0,2
"554",21,5.687188,25670997,4178,"DYNAMIC",1,1,0,2
"555",22,5.690129,28564138,4649,"DYNAMIC",1,1,0,2
"556",23,5.412245,25681920,4180,"DYNAMIC",1,1,0,2
"557",24,5.592857,26007200,4232,"DYNAMIC",1,1,0,2
"558",25,5.589198,38967808,6342,"DYNAMIC",1,1,0,2
"559",26,5.74352,25548288,4158,"DYNAMIC",1,1,0,2
"560",27,5.703251,29124949,4740,"DYNAMIC",1,1,0,2
"561",28,5.911371,27774922,4520,"DYNAMIC",1,1,0,2
"562",29,5.749672,38262673,6227,"DYNAMIC",1,1,0,2
"563",30,5.771845,36584277,5954,"DYNAMIC",1,1,0,2
"564",31,5.96418,26312165,4282,"DYNAMIC",1,1,0,2
"565",32,5.87657,27650656,4500,"DYNAMIC",1,1,0,2
"566",33,5.90985,20288134,3302,"DYNAMIC",1,1,0,2
"567",34,5.995165,13815269,2248,"DYNAMIC",1,1,0,2
"568",35,5.606608,17874944,2909,"DYNAMIC",1,1,0,2
"569",36,6.091002,19891038,3237,"DYNAMIC",1,1,0,2
"570",37,6.082572,22290917,3628,"DYNAMIC",1,1,0,2
"571",38,6.022966,18270477,2973,"DYNAMIC",1,1,0,2
"572",1,17.69389,146475945,11920,"DENSE",0,1,1,2
"573",2,19.966776,137488276,11188,"DENSE",0,1,1,2
"574",3,17.304064,149084391,12132,"DENSE",0,1,1,2
"575",4,17.644928,142724209,11614,"DENSE",0,1,1,2
"576",5,18.947081,136547058,11112,"DENSE",0,1,1,2
"577",6,18.612371,138564644,11276,"DENSE",0,1,1,2
"578",7,18.834879,137631472,11200,"DENSE",0,1,1,2
"579",8,19.367653,132801935,10807,"DENSE",0,1,1,2
"580",9,21.333628,126897876,10326,"DENSE",0,1,1,2
"581",10,20.81518,127267707,10357,"DENSE",0,1,1,2
"582",11,20.524458,125779373,10235,"DENSE",0,1,1,2
"583",12,20.348845,127301141,10359,"DENSE",0,1,1,2
"584",13,19.760107,131000077,10660,"DENSE",0,1,1,2
"585",14,20.070484,129998848,10579,"DENSE",0,1,1,2
"586",15,21.186979,133136210,10834,"DENSE",0,1,1,2
"587",16,21.882318,120353184,9794,"DENSE",0,1,1,2
"588",17,19.618744,131908243,10734,"DENSE",0,1,1,2
"589",18,20.325277,127878093,10406,"DENSE",0,1,1,2
"590",19,19.597284,133195880,10839,"DENSE",0,1,1,2
"591",20,17.086048,148130304,12054,"DENSE",0,1,1,2
"592",21,16.532484,153768990,12513,"DENSE",0,1,1,2
"593",22,16.475536,153683339,12506,"DENSE",0,1,1,2
"594",23,15.602771,160998272,13102,"DENSE",0,1,1,2
"595",24,16.745684,152885850,12441,"DENSE",0,1,1,2
"596",25,17.779009,141999672,11555,"DENSE",0,1,1,2
"597",26,17.131355,148083515,12051,"DENSE",0,1,1,2
"598",27,18.208979,139413504,11345,"DENSE",0,1,1,2
"599",28,17.205206,150319222,12233,"DENSE",0,1,1,2
"600",29,19.463562,134828067,10972,"DENSE",0,1,1,2
"601",30,17.112093,148264054,12065,"DENSE",0,1,1,2
"602",31,17.326456,149190346,12141,"DENSE",0,1,1,2
"603",32,17.005754,149499943,12166,"DENSE",0,1,1,2
"604",33,19.178049,138545334,11274,"DENSE",0,1,1,2
"605",34,18.026718,141610263,11524,"DENSE",0,1,1,2
"606",35,17.759199,142977024,11635,"DENSE",0,1,1,2
"607",36,17.438351,148714128,12102,"DENSE",0,1,1,2
"608",37,18.867508,138758814,11292,"DENSE",0,1,1,2
"609",38,16.790005,151933289,12364,"DENSE",0,1,1,2
"610",1,60.453331,10930954,889,"SPARSE",0,1,1,2
"611",2,57.538418,8605053,700,"SPARSE",0,1,1,2
"612",3,60.932396,7039193,572,"SPARSE",0,1,1,2
"613",4,63.87608,8030531,653,"SPARSE",0,1,1,2
"614",5,63.510895,8370512,681,"SPARSE",0,1,1,2
"615",6,66.603233,8242088,670,"SPARSE",0,1,1,2
"616",7,66.524178,7624390,620,"SPARSE",0,1,1,2
"617",8,67.38163,7347147,597,"SPARSE",0,1,1,2
"618",9,65.502785,7475021,608,"SPARSE",0,1,1,2
"619",10,66.043533,7664239,623,"SPARSE",0,1,1,2
"620",11,66.059021,7711352,627,"SPARSE",0,1,1,2
"621",12,66.197235,8051983,655,"SPARSE",0,1,1,2
"622",13,64.668762,8021129,652,"SPARSE",0,1,1,2
"623",14,67.052551,8341112,678,"SPARSE",0,1,1,2
"624",15,66.77449,7746642,630,"SPARSE",0,1,1,2
"625",16,66.641891,8166513,664,"SPARSE",0,1,1,2
"626",17,60.590317,7470848,607,"SPARSE",0,1,1,2
"627",18,67.061546,7421861,603,"SPARSE",0,1,1,2
"628",19,66.375465,8680440,706,"SPARSE",0,1,1,2
"629",20,66.595772,8178516,665,"SPARSE",0,1,1,2
"630",21,66.274712,8278046,673,"SPARSE",0,1,1,2
"631",22,66.566505,8156541,663,"SPARSE",0,1,1,2
"632",23,66.698891,8616345,701,"SPARSE",0,1,1,2
"633",24,66.38517,8448409,687,"SPARSE",0,1,1,2
"634",25,66.737839,8212662,668,"SPARSE",0,1,1,2
"635",26,66.955002,8538262,694,"SPARSE",0,1,1,2
"636",27,66.321121,8464624,688,"SPARSE",0,1,1,2
"637",28,67.053566,9529967,775,"SPARSE",0,1,1,2
"638",29,61.196686,9203712,749,"SPARSE",0,1,1,2
"639",30,67.237709,8364181,680,"SPARSE",0,1,1,2
"640",31,66.045448,8083620,657,"SPARSE",0,1,1,2
"641",32,64.16217,8127465,661,"SPARSE",0,1,1,2
"642",33,66.890175,8161852,664,"SPARSE",0,1,1,2
"643",34,64.590691,7995422,650,"SPARSE",0,1,1,2
"644",35,67.125053,7512542,611,"SPARSE",0,1,1,2
"645",36,59.559738,6868229,558,"SPARSE",0,1,1,2
"646",37,65.388916,8462275,688,"SPARSE",0,1,1,2
"647",38,64.990784,8009354,651,"SPARSE",0,1,1,2
"648",1,5.789296,50840105,4137,"DYNAMIC",0,1,1,2
"649",2,5.766718,54778880,4457,"DYNAMIC",0,1,1,2
"650",3,5.809532,47806297,3890,"DYNAMIC",0,1,1,2
"651",4,5.872051,55860251,4545,"DYNAMIC",0,1,1,2
"652",5,5.756112,49866410,4058,"DYNAMIC",0,1,1,2
"653",6,5.896872,53227298,4331,"DYNAMIC",0,1,1,2
"654",7,5.878027,48586752,3954,"DYNAMIC",0,1,1,2
"655",8,5.590878,49942528,4064,"DYNAMIC",0,1,1,2
"656",9,5.907154,42434117,3453,"DYNAMIC",0,1,1,2
"657",10,5.884457,49896918,4060,"DYNAMIC",0,1,1,2
"658",11,5.189298,33166056,2699,"DYNAMIC",0,1,1,2
"659",12,6.005591,28302497,2303,"DYNAMIC",0,1,1,2
"660",13,5.624554,51717120,4208,"DYNAMIC",0,1,1,2
"661",14,5.785439,48159993,3919,"DYNAMIC",0,1,1,2
"662",15,5.794818,21990206,1789,"DYNAMIC",0,1,1,2
"663",16,5.96352,43801869,3564,"DYNAMIC",0,1,1,2
"664",17,5.691638,56606037,4606,"DYNAMIC",0,1,1,2
"665",18,5.841592,44138828,3592,"DYNAMIC",0,1,1,2
"666",19,5.388103,51823917,4217,"DYNAMIC",0,1,1,2
"667",20,5.362352,54587271,4442,"DYNAMIC",0,1,1,2
"668",21,5.829414,42766557,3480,"DYNAMIC",0,1,1,2
"669",22,6.037248,29761536,2422,"DYNAMIC",0,1,1,2
"670",23,5.980379,36042644,2933,"DYNAMIC",0,1,1,2
"671",24,5.969172,26579940,2163,"DYNAMIC",0,1,1,2
"672",25,5.726469,52776960,4295,"DYNAMIC",0,1,1,2
"673",26,5.822445,51922777,4225,"DYNAMIC",0,1,1,2
"674",27,5.77905,45267331,3683,"DYNAMIC",0,1,1,2
"675",28,5.319541,43417600,3533,"DYNAMIC",0,1,1,2
"676",29,5.50603,43954527,3577,"DYNAMIC",0,1,1,2
"677",30,5.694325,43253418,3519,"DYNAMIC",0,1,1,2
"678",31,5.781655,51036160,4153,"DYNAMIC",0,1,1,2
"679",32,5.709038,47799978,3889,"DYNAMIC",0,1,1,2
"680",33,5.795922,53069824,4318,"DYNAMIC",0,1,1,2
"681",34,5.798441,53003457,4313,"DYNAMIC",0,1,1,2
"682",35,5.149893,55456861,4513,"DYNAMIC",0,1,1,2
"683",36,5.878819,55321572,4502,"DYNAMIC",0,1,1,2
"684",37,5.930739,41487521,3376,"DYNAMIC",0,1,1,2
"685",38,5.930022,54301965,4419,"DYNAMIC",0,1,1,2
"686",1,15.415064,90224117,14684,"DENSE",1,0,1,2
"687",2,16.110565,89391600,14549,"DENSE",1,0,1,2
"688",3,16.090302,95220338,15498,"DENSE",1,0,1,2
"689",4,16.129131,94945551,15453,"DENSE",1,0,1,2
"690",5,15.763077,95299267,15510,"DENSE",1,0,1,2
"691",6,15.869112,92385111,15036,"DENSE",1,0,1,2
"692",7,15.641477,95060992,15472,"DENSE",1,0,1,2
"693",8,15.266211,90686232,14760,"DENSE",1,0,1,2
"694",9,15.705136,95568064,15554,"DENSE",1,0,1,2
"695",10,15.461389,94612044,15399,"DENSE",1,0,1,2
"696",11,15.861585,94732625,15418,"DENSE",1,0,1,2
"697",12,15.774287,94897088,15445,"DENSE",1,0,1,2
"698",13,15.588684,95505152,15544,"DENSE",1,0,1,2
"699",14,15.45382,92162941,15000,"DENSE",1,0,1,2
"700",15,15.365058,94248502,15339,"DENSE",1,0,1,2
"701",16,15.670082,95135296,15484,"DENSE",1,0,1,2
"702",17,15.442341,94732848,15418,"DENSE",1,0,1,2
"703",18,15.57478,94417280,15367,"DENSE",1,0,1,2
"704",19,15.355723,93303960,15186,"DENSE",1,0,1,2
"705",20,15.505322,93479278,15214,"DENSE",1,0,1,2
"706",21,15.664744,92722014,15091,"DENSE",1,0,1,2
"707",22,15.66047,94372736,15360,"DENSE",1,0,1,2
"708",23,15.192213,90653266,14754,"DENSE",1,0,1,2
"709",24,15.712455,95279872,15507,"DENSE",1,0,1,2
"710",25,15.316603,93826919,15271,"DENSE",1,0,1,2
"711",26,15.29798,93058411,15146,"DENSE",1,0,1,2
"712",27,15.560962,93593944,15233,"DENSE",1,0,1,2
"713",28,15.612471,95313165,15513,"DENSE",1,0,1,2
"714",29,15.752985,95497458,15543,"DENSE",1,0,1,2
"715",30,15.454693,93178351,15165,"DENSE",1,0,1,2
"716",31,15.258289,90368726,14708,"DENSE",1,0,1,2
"717",32,15.418805,93978235,15295,"DENSE",1,0,1,2
"718",33,15.617451,95150400,15486,"DENSE",1,0,1,2
"719",34,15.700523,92907456,15121,"DENSE",1,0,1,2
"720",35,15.441079,74506850,12126,"DENSE",1,0,1,2
"721",36,15.601743,72452893,11792,"DENSE",1,0,1,2
"722",37,15.534357,76447075,12442,"DENSE",1,0,1,2
"723",38,15.596243,76915377,12518,"DENSE",1,0,1,2
"724",1,16.450556,36059873,5869,"SPARSE",1,0,1,2
"725",2,16.505646,36436170,5930,"SPARSE",1,0,1,2
"726",3,16.546597,37220291,6057,"SPARSE",1,0,1,2
"727",4,16.594179,35700374,5810,"SPARSE",1,0,1,2
"728",5,16.457745,35296671,5744,"SPARSE",1,0,1,2
"729",6,16.669018,34243945,5573,"SPARSE",1,0,1,2
"730",7,16.656427,35061037,5706,"SPARSE",1,0,1,2
"731",8,16.675026,38225859,6221,"SPARSE",1,0,1,2
"732",9,16.700525,38932660,6336,"SPARSE",1,0,1,2
"733",10,16.745953,38073765,6196,"SPARSE",1,0,1,2
"734",11,16.891134,38550617,6274,"SPARSE",1,0,1,2
"735",12,16.924017,35126679,5717,"SPARSE",1,0,1,2
"736",13,17.048717,38334171,6239,"SPARSE",1,0,1,2
"737",14,16.834555,40462697,6585,"SPARSE",1,0,1,2
"738",15,16.860777,40212066,6544,"SPARSE",1,0,1,2
"739",16,16.782211,40155215,6535,"SPARSE",1,0,1,2
"740",17,16.816532,43106482,7016,"SPARSE",1,0,1,2
"741",18,16.812189,36230571,5896,"SPARSE",1,0,1,2
"742",19,16.813179,36459510,5934,"SPARSE",1,0,1,2
"743",20,16.801714,37498979,6103,"SPARSE",1,0,1,2
"744",21,16.794655,40487092,6589,"SPARSE",1,0,1,2
"745",22,16.578938,38142438,6208,"SPARSE",1,0,1,2
"746",23,16.627504,43647036,7104,"SPARSE",1,0,1,2
"747",24,16.674803,36650526,5965,"SPARSE",1,0,1,2
"748",25,16.68247,36833340,5995,"SPARSE",1,0,1,2
"749",26,16.652143,36606256,5958,"SPARSE",1,0,1,2
"750",27,16.710884,36835267,5995,"SPARSE",1,0,1,2
"751",28,16.634144,38344643,6240,"SPARSE",1,0,1,2
"752",29,16.656923,39310155,6398,"SPARSE",1,0,1,2
"753",30,16.694113,37540141,6110,"SPARSE",1,0,1,2
"754",30,16.586758,38671735,6294,"SPARSE",1,0,1,2
"755",31,16.73184,40244464,6550,"SPARSE",1,0,1,2
"756",32,16.755665,43674262,7108,"SPARSE",1,0,1,2
"757",33,16.754887,38998437,6347,"SPARSE",1,0,1,2
"758",34,16.87821,34931324,5685,"SPARSE",1,0,1,2
"759",35,16.709494,33372461,5431,"SPARSE",1,0,1,2
"760",36,16.792149,28083019,4570,"SPARSE",1,0,1,2
"761",37,16.758154,26464376,4307,"SPARSE",1,0,1,2
"762",38,16.714518,41121189,6692,"SPARSE",1,0,1,2
"763",1,16.091145,88164519,14349,"DYNAMIC",1,0,1,2
"764",2,16.129873,90517317,14732,"DYNAMIC",1,0,1,2
"765",3,16.120022,87473758,14237,"DYNAMIC",1,0,1,2
"766",4,17.046625,84803505,13802,"DYNAMIC",1,0,1,2
"767",5,17.158253,85102533,13851,"DYNAMIC",1,0,1,2
"768",6,17.153185,78858240,12835,"DYNAMIC",1,0,1,2
"769",7,17.120768,80791903,13149,"DYNAMIC",1,0,1,2
"770",8,17.126154,72350976,11775,"DYNAMIC",1,0,1,2
"771",9,17.166206,75005483,12207,"DYNAMIC",1,0,1,2
"772",10,16.198784,74775458,12170,"DYNAMIC",1,0,1,2
"773",11,16.393194,80820019,13154,"DYNAMIC",1,0,1,2
"774",12,16.213898,88585991,14418,"DYNAMIC",1,0,1,2
"775",13,16.350344,77073408,12544,"DYNAMIC",1,0,1,2
"776",14,16.23023,85770922,13960,"DYNAMIC",1,0,1,2
"777",15,16.545732,69082771,11243,"DYNAMIC",1,0,1,2
"778",16,16.452236,79906795,13005,"DYNAMIC",1,0,1,2
"779",17,16.30571,80779388,13147,"DYNAMIC",1,0,1,2
"780",18,16.405437,74326827,12097,"DYNAMIC",1,0,1,2
"781",19,16.4114,85221212,13870,"DYNAMIC",1,0,1,2
"782",20,16.427868,70145683,11416,"DYNAMIC",1,0,1,2
"783",21,16.414639,85795971,13964,"DYNAMIC",1,0,1,2
"784",22,16.395432,72045342,11726,"DYNAMIC",1,0,1,2
"785",23,16.294767,80730501,13139,"DYNAMIC",1,0,1,2
"786",24,16.486975,83246899,13549,"DYNAMIC",1,0,1,2
"787",25,16.44693,73793925,12010,"DYNAMIC",1,0,1,2
"788",26,16.375729,84923351,13822,"DYNAMIC",1,0,1,2
"789",27,16.439802,86808089,14128,"DYNAMIC",1,0,1,2
"790",28,16.440222,80090480,13035,"DYNAMIC",1,0,1,2
"791",29,16.348919,85170708,13862,"DYNAMIC",1,0,1,2
"792",30,16.314667,90538536,14736,"DYNAMIC",1,0,1,2
"793",31,16.379419,86904913,14144,"DYNAMIC",1,0,1,2
"794",32,16.504688,76374664,12430,"DYNAMIC",1,0,1,2
"795",33,16.519382,68419827,11136,"DYNAMIC",1,0,1,2
"796",34,16.576906,71211819,11590,"DYNAMIC",1,0,1,2
"797",35,16.553288,83419703,13577,"DYNAMIC",1,0,1,2
"798",36,16.433012,74465157,12119,"DYNAMIC",1,0,1,2
"799",37,16.394194,76482232,12448,"DYNAMIC",1,0,1,2
"800",38,16.427839,85001510,13834,"DYNAMIC",1,0,1,2
"801",1,27.265247,68309801,11118,"DENSE",1,1,1,3
"802",2,30.408003,61445751,10000,"DENSE",1,1,1,3
"803",3,35.507645,61135758,9950,"DENSE",1,1,1,3
"804",4,37.768589,64226608,10453,"DENSE",1,1,1,3
"805",5,32.893913,71380694,11617,"DENSE",1,1,1,3
"806",6,37.165325,60687039,9877,"DENSE",1,1,1,3
"807",7,35.26479,64435013,10487,"DENSE",1,1,1,3
"808",8,40.140682,57131987,9298,"DENSE",1,1,1,3
"809",9,36.546688,67296565,10953,"DENSE",1,1,1,3
"810",10,30.727049,63425450,10323,"DENSE",1,1,1,3
"811",11,38.029816,68015378,11070,"DENSE",1,1,1,3
"812",12,32.913708,65232630,10617,"DENSE",1,1,1,3
"813",13,36.456715,64626834,10518,"DENSE",1,1,1,3
"814",14,38.723759,62031995,10096,"DENSE",1,1,1,3
"815",15,45.384232,44912253,7309,"DENSE",1,1,1,3
"816",16,39.982983,55491628,9031,"DENSE",1,1,1,3
"817",17,40.150352,53805189,8757,"DENSE",1,1,1,3
"818",18,43.481522,58980638,9599,"DENSE",1,1,1,3
"819",19,37.988659,56677566,9224,"DENSE",1,1,1,3
"820",20,41.397865,55308060,9001,"DENSE",1,1,1,3
"821",21,39.913021,52973170,8621,"DENSE",1,1,1,3
"822",22,35.455887,59292355,9650,"DENSE",1,1,1,3
"823",23,28.969332,64660418,10524,"DENSE",1,1,1,3
"824",24,38.73164,53240419,8665,"DENSE",1,1,1,3
"825",25,35.334431,68089626,11082,"DENSE",1,1,1,3
"826",26,40.89946,56401082,9179,"DENSE",1,1,1,3
"827",27,40.310776,51092586,8315,"DENSE",1,1,1,3
"828",28,40.827671,47790462,7778,"DENSE",1,1,1,3
"829",29,40.306801,55208308,8985,"DENSE",1,1,1,3
"830",30,41.431931,47459305,7724,"DENSE",1,1,1,3
"831",31,33.508194,64376222,10477,"DENSE",1,1,1,3
"832",32,29.564955,60043907,9772,"DENSE",1,1,1,3
"833",33,21.676945,67376557,10966,"DENSE",1,1,1,3
"834",34,33.177071,70792109,11522,"DENSE",1,1,1,3
"835",35,29.135208,64533187,10503,"DENSE",1,1,1,3
"836",36,29.149368,77475507,12609,"DENSE",1,1,1,3
"837",37,26.276302,66024024,10746,"DENSE",1,1,1,3
"838",38,28.913366,70905102,11540,"DENSE",1,1,1,3
"839",1,56.224899,4464176,726,"SPARSE",1,1,1,3
"840",2,61.800957,4073160,662,"SPARSE",1,1,1,3
"841",3,65.738991,4231153,688,"SPARSE",1,1,1,3
"842",4,61.635963,3895071,633,"SPARSE",1,1,1,3
"843",5,64.09243,4656083,757,"SPARSE",1,1,1,3
"844",6,61.6534,4696176,764,"SPARSE",1,1,1,3
"845",7,66.934433,3957910,644,"SPARSE",1,1,1,3
"846",8,66.14814,4060741,660,"SPARSE",1,1,1,3
"847",9,63.839321,4262503,693,"SPARSE",1,1,1,3
"848",10,65.694473,4363271,710,"SPARSE",1,1,1,3
"849",11,65.269707,4866944,792,"SPARSE",1,1,1,3
"850",12,61.812458,5145907,837,"SPARSE",1,1,1,3
"851",13,62.248291,4245595,691,"SPARSE",1,1,1,3
"852",14,58.505478,3992421,649,"SPARSE",1,1,1,3
"853",15,58.697651,5088318,828,"SPARSE",1,1,1,3
"854",16,57.199188,4605085,749,"SPARSE",1,1,1,3
"855",17,58.885117,5309246,864,"SPARSE",1,1,1,3
"856",18,59.195911,5125475,834,"SPARSE",1,1,1,3
"857",19,57.078358,4735362,770,"SPARSE",1,1,1,3
"858",20,59.403774,4746696,772,"SPARSE",1,1,1,3
"859",21,58.011623,5070102,825,"SPARSE",1,1,1,3
"860",22,57.979996,4966681,808,"SPARSE",1,1,1,3
"861",23,57.26223,4752926,773,"SPARSE",1,1,1,3
"862",24,59.751682,5408965,880,"SPARSE",1,1,1,3
