1 ,20.248243 ,72721383 ,11836
2 ,22.046583 ,68242385 ,11107
3 ,20.674952 ,71737393 ,11676
4 ,21.108974 ,71190144 ,11586
5 ,20.110611 ,74476107 ,12121
6 ,20.481337 ,72172725 ,11746
7 ,21.190214 ,71056579 ,11565
8 ,20.933029 ,70915852 ,11542
9 ,24.939713 ,60749583 ,9887
10 ,23.205608 ,65464048 ,10654
11 ,24.698511 ,66172245 ,10770
12 ,24.430338 ,64837587 ,10552
13 ,24.287500 ,65497179 ,10660
14 ,23.284222 ,68308206 ,11117
15 ,25.314703 ,67583577 ,10999
16 ,23.342953 ,69312023 ,11281
17 ,23.511713 ,63734717 ,10373
18 ,25.320021 ,62799741 ,10221
19 ,24.073851 ,62598732 ,10188
20 ,26.827860 ,65850930 ,10717
21 ,23.571136 ,63094140 ,10269
22 ,24.295954 ,65012510 ,10581
22 ,25.450365 ,64087529 ,10430
23 ,24.610622 ,62443694 ,10163
24 ,23.852362 ,65388043 ,10642
25 ,24.043852 ,66705638 ,10857
26 ,21.247530 ,69441072 ,11302
27 ,21.083584 ,70031040 ,11398
28 ,22.092234 ,67082426 ,10918
29 ,21.660200 ,68665911 ,11176
30 ,21.846350 ,67684677 ,11016
31 ,24.899548 ,64812919 ,10548
32 ,28.854702 ,66300683 ,10791
33 ,24.209465 ,62917895 ,10240
34 ,24.937441 ,59585413 ,9698
35 ,23.106722 ,65527464 ,10665
36 ,22.886267 ,66596756 ,10839
37 ,22.107502 ,69166552 ,11257
38 ,23.618553 ,66981795 ,10901
