0,1,9.721085,0.102869,0,0
0,1,9.833319,8.909947,192000000,15625
0,1,9.936031,9.735901,192000000,15625
0,1,10.046904,9.019388,192000000,15625
0,1,10.171612,8.01872,192000000,15625
0,1,10.27337,9.827237,192000000,15625
0,1,10.377684,9.586455,192000000,15625
0,1,10.478916,9.878248,192000000,15625
0,1,10.583194,9.589786,192000000,15625
0,1,10.686362,9.692882,192000000,15625
0,1,10.791179,9.540488,192000000,15625
0,1,10.838277,21.232252,192000000,15625
0,1,10.887541,20.298817,192000000,15625
0,1,10.936794,20.303141,192000000,15625
0,1,10.984497,20.963135,192000000,15625
0,1,11.03051,21.733046,192000000,15625
0,1,11.085802,18.085757,192000000,15625
0,1,11.156628,14.119193,192000000,15625
0,1,11.227546,14.100776,192000000,15625
0,1,11.297884,14.217016,192000000,15625
0,1,11.366822,14.505734,192000000,15625
0,1,11.436729,14.304681,192000000,15625
0,1,11.509896,13.667392,192000000,15625
0,1,11.582478,13.777655,192000000,15625
0,1,11.652259,14.330486,192000000,15625
0,1,11.724047,13.929937,192000000,15625
0,1,11.792553,14.59721,192000000,15625
0,1,11.861761,14.449166,192000000,15625
0,1,11.933112,14.01521,192000000,15625
0,1,12.008009,13.351703,192000000,15625
0,1,12.081007,13.698997,192000000,15625
0,1,12.150033,14.487296,192000000,15625
0,1,12.222881,13.727153,192000000,15625
0,1,12.290147,14.86646,192000000,15625
0,1,12.360723,14.16918,192000000,15625
0,1,12.433098,13.816869,192000000,15625
0,1,12.503197,14.265564,192000000,15625
0,1,12.57628,13.683087,192000000,15625
0,1,12.6445,14.658428,192000000,15625
0,1,12.714025,14.383364,192000000,15625
0,1,12.782489,14.606157,192000000,15625
0,1,12.855462,13.703651,192000000,15625
0,1,12.92424,14.539525,192000000,15625
0,1,12.995947,13.945684,192000000,15625
0,1,13.065544,14.368385,192000000,15625
0,1,13.137634,13.871521,192000000,15625
0,1,13.207786,14.254897,192000000,15625
0,1,13.27779,14.284803,192000000,15625
0,1,13.349323,13.979522,192000000,15625
0,1,13.418706,14.412821,192000000,15625
0,1,13.489826,14.060691,192000000,15625
0,1,13.560229,14.20392,192000000,15625
0,1,13.629459,14.444588,192000000,15625
0,1,13.699083,14.362874,192000000,15625
0,1,13.768617,14.381589,192000000,15625
0,1,13.837855,14.442798,192000000,15625
0,1,13.909593,13.939752,192000000,15625
0,1,13.980586,14.085812,192000000,15625
0,1,14.051615,14.078814,192000000,15625
0,1,14.120131,14.595178,192000000,15625
0,1,14.18926,14.465711,192000000,15625
0,1,14.259927,14.150823,192000000,15625
0,1,14.332888,13.70598,192000000,15625
